Ссылка;Адрес;Год ввода в эксплуатацию;Детская площадка;Дом признан аварийным;Дополнительная информация;Количество жилых помещений;Класс энергетической эффективности;Количество лифтов;Количество подъездов;Лифты;Наибольшее количество этажей;Наименьшее количество этажей;Количество нежилых помещений;Площадь жилых помещений м2;Площадь нежилых помещений м2;Площадь помещений общего имущества м2;Площадь зем. участка общего имущества м2;Площадь парковки м2;Серия, тип постройки здания;Спортивная площадка;Формирование фонда кап. ремонта;Тип дома;Оборудование;Количество мусоропроводов, ед.;Несущие стены;Площадь подвала, кв.м;Крыша;Мусоропровод;Перекрытия;Фасад;Фундамент;Количество вводов в дом, ед.;Объем выгребных ям, куб. м.;Вентиляция;Водоотведение;Система водостоков;Газоснабжение;Горячее водоснабжение;Система пожаротушения;Теплоснабжение;Холодное водоснабжение;Электроснабжение
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/535753;ул. Молодогвардейцев 41-акорпус;1981;-;Нет;-;-;-;2;2;-;9;-;-;0.00;6858.00;-;-;-;-;-;-;Многоквартирный дом;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/778508;ул. Молодогвардейцев 41а к. 1;1981;Есть;Нет;Нет дополнительной информации;122;Не присвоен;2;2;пассажирские - 2, ;9;9;3;0.00;0.00;0.00;0.00;0.00;Бывшее семейное общежитие;Не имеется;На счете регионального оператора;Многоквартирный дом;-;2;Панельные;-;Плоская;На лестничной клетке;Железобетонные;Оштукатуренный;-;2;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/1055198;ул. Молодогвардейцев 41Г;-;-;Нет;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/1055200;ул. Молодогвардейцев 41Б;-;-;Нет;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634403;ул. Молодогвардейцев 44;1972;Не имеется;Нет;Отсутствует;83;D;-;6;-;5;5;-;4421.50;106.60;1394.90;0.00;0.00;1-464Д;Не имеется;На счете регионального оператора;Многоквартирный дом;Отсутствует;-;Панельные;862.20;Плоская;Отсутствует;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634404;ул. Молодогвардейцев 44 к. а;1982;Не имеется;Нет;Отсутствует;70;D;2;2;-;9;9;-;3671.80;127.10;1143.90;0.00;0.00;07-013;Не имеется;На счете регионального оператора;Многоквартирный дом;Отсутствует;2;Панельные;417.10;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/1055202;ул. Молодогвардейцев 44А;-;-;Нет;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/535016;ул. Молодогвардейцев 45А;-;-;Нет;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/540867;ул. Молодогвардейцев 45;1984;Есть;Нет;Нет дополнительной информации;119;Не присвоен;2;2;пассажирские - 2, ;9;9;-;4675.40;0.00;2077.50;3871.00;0.00;Бывшее семейное общежитие;Не имеется;На счете регионального оператора;Многоквартирный дом;Нет иного оборудования/конструктивного элемента;2;Панельные;824.00;Плоская;На лестничной клетке;Железобетонные;Оштукатуренный;Иной;2;0.00;Вытяжная вентиляция;Центральное;Наружные водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/728557;ул. Молодогвардейцев 45 к. а;1994;Есть;Нет;-;107;Не присвоен;2;1;пассажирские - 2, ;9;9;1;4706.20;590.80;2195.10;1446.00;0.00;панельный;Не имеется;На специальном счете организации;Многоквартирный дом;Лестничные марши;1;Панельные;288.10;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;1;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Пожарные гидранты;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634405;ул. Молодогвардейцев 46;1972;Не имеется;Нет;Отсутствует;85;D;-;6;-;5;5;-;4536.00;0.00;1378.30;0.00;0.00;1-464-102;Не имеется;На счете регионального оператора;Многоквартирный дом;Отсутствует;-;Панельные;861.60;Плоская;Отсутствует;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/536874;ул. Молодогвардейцев 47а;1993;Не имеется;Нет;-;93;Не присвоен;2;2;пассажирские - 1, ;9;-;2;3431.10;405.10;0.00;1593.00;631.00;нет;Не имеется;На счете регионального оператора;Многоквартирный дом;-;2;Панельные;0.00;Плоская;На лестничной клетке;Железобетонные;Оштукатуренный;Сплошной;1;0.00;Приточная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (открытая система);Пожарный кран;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/634406;ул. Молодогвардейцев 48;1973;Не имеется;Нет;Отсутствует;302;D;6;6;пассажирские - 6, ;9;9;-;14317.90;936.10;3094.11;0.00;0.00;9 ЧПД;Не имеется;На счете регионального оператора;Многоквартирный дом;Отсутствует;6;Панельные;1219.31;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/983178;ул. Молодогвардейцев 51а;-;-;Нет;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/697591;ул. Молодогвардейцев 51 лит. а;1985;Есть;Нет;-;123;Не присвоен;2;2;пассажирские - 2, ;9;9;-;4736.20;0.00;371.10;3398.00;0.00;164-80-4п;Не имеется;Не определен;Многоквартирный дом;-;2;Панельные;505.00;Плоская;На лестничной клетке;Железобетонные;-;Иной;1;-;Вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/536784;ул. Молодогвардейцев 54;-;-;Нет;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/700432;ул. Молодогвардейцев 54.;1977;-;Нет;-;136;G;2;2;пассажирские - 2, ;9;-;6;4553.90;500.20;-;2683.42;122.30;97;-;-;Многоквартирный дом;-;2;Панельные;834.60;-;-;Железобетонные;-;-;2;-;-;Центральное;-;Отсутствует;Центральное (закрытая система);-;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/1055203;ул. Молодогвардейцев 55;-;-;Нет;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360818;ул. Молодогвардейцев 56;1974;Есть;Нет;Нет дополнительной информации;183;-;-;14;-;5;5;12;9221.40;850.60;5893.20;0.00;0.00;отсутствует в техническом паспорте;Не имеется;На счете регионального оператора;Многоквартирный дом;Нет иного оборудования;-;Панельные;2510.00;Плоская;Отсутствует;Железобетонные;Соответствует материалу стен;Ленточный;4;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360819;ул. Молодогвардейцев 56А;1976;Есть;Нет;Нет дополнительной информации;73;Не присвоен;2;2;пассажирские - 2, ;9;9;-;3825.10;0.00;1856.80;0.00;0.00;отсутствует в техническом паспорте;Не имеется;На счете регионального оператора;Многоквартирный дом;Нет иного оборудования;2;Панельные;602.90;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;1;-;-;Центральное;-;Отсутствует;Центральное (закрытая система);-;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360818;ул. Молодогвардейцев 56;1974;Есть;Нет;Нет дополнительной информации;183;-;-;14;-;5;5;12;9221.40;850.60;5893.20;0.00;0.00;отсутствует в техническом паспорте;Не имеется;На счете регионального оператора;Многоквартирный дом;Нет иного оборудования;-;Панельные;2510.00;Плоская;Отсутствует;Железобетонные;Соответствует материалу стен;Ленточный;4;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360819;ул. Молодогвардейцев 56А;1976;Есть;Нет;Нет дополнительной информации;73;Не присвоен;2;2;пассажирские - 2, ;9;9;-;3825.10;0.00;1856.80;0.00;0.00;отсутствует в техническом паспорте;Не имеется;На счете регионального оператора;Многоквартирный дом;Нет иного оборудования;2;Панельные;602.90;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;1;-;-;Центральное;-;Отсутствует;Центральное (закрытая система);-;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360820;ул. Молодогвардейцев 58А;1976;Есть;Нет;Нет дополнительной информации;210;Не присвоен;4;4;пассажирские - 4, ;9;9;-;10130.20;0.00;4208.30;0.00;0.00;отсутствует в техническом паспорте;Не имеется;На счете регионального оператора;Многоквартирный дом;Нет иного оборудования;4;Панельные;1424.00;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;-;1;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360821;ул. Молодогвардейцев 58Б;1974;Есть;Нет;Нет дополнительной информации;206;Не присвоен;4;4;пассажирские - 4, ;9;9;1;10054.10;91.00;4172.70;0.00;0.00;отсутствует в техническом паспорте;Не имеется;На счете регионального оператора;Многоквартирный дом;Нет иного оборудования;4;Панельные;1490.80;Плоская;-;Железобетонные;Соответствует материалу стен;Ленточный;1;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360822;ул. Молодогвардейцев 58В;1974;Есть;Нет;Нет дополнительной информации;211;Не присвоен;4;4;пассажирские - 4, ;9;9;-;9855.40;0.00;4142.50;0.00;0.00;отсутствует в техническом паспорте;Не имеется;На счете регионального оператора;Многоквартирный дом;Нет иного оборудования;4;Панельные;1470.20;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;1;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/462949;ул. Молодогвардейцев 58;2008;Не имеется;Нет;Не имеется;88;Не присвоен;2;1;пассажирские - 1, ;16;1;4;6946.40;1047.80;2070.20;1159.00;0.00;индивидуальный;Не имеется;На специальном счете у регионального оператора;Многоквартирный дом;-;1;Смешанные;180.90;Плоская;На лестничной клетке;Железобетонные;Облицованный плиткой;Свайный;4;-;Вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Пожарные гидранты;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360821;ул. Молодогвардейцев 58Б;1974;Есть;Нет;Нет дополнительной информации;206;Не присвоен;4;4;пассажирские - 4, ;9;9;1;10054.10;91.00;4172.70;0.00;0.00;отсутствует в техническом паспорте;Не имеется;На счете регионального оператора;Многоквартирный дом;Нет иного оборудования;4;Панельные;1490.80;Плоская;-;Железобетонные;Соответствует материалу стен;Ленточный;1;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360822;ул. Молодогвардейцев 58В;1974;Есть;Нет;Нет дополнительной информации;211;Не присвоен;4;4;пассажирские - 4, ;9;9;-;9855.40;0.00;4142.50;0.00;0.00;отсутствует в техническом паспорте;Не имеется;На счете регионального оператора;Многоквартирный дом;Нет иного оборудования;4;Панельные;1470.20;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;1;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/536785;ул. Молодогвардейцев 59;-;-;Нет;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/700433;ул. Молодогвардейцев 59.;1980;Есть;Нет;-;252;G;7;7;пассажирские - 7, ;9;-;-;13599.00;829.30;-;3875.49;880.60;97;Есть;-;Многоквартирный дом;-;7;Панельные;1983.40;Плоская;На лестничной клетке;Железобетонные;Окрашенный;Сборный;8;-;-;Центральное;-;Отсутствует;Центральное (закрытая система);-;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360823;ул. Молодогвардейцев 60Б;1974;Есть;Нет;Нет дополнительной информации;122;Не присвоен;-;9;-;5;5;1;6350.90;108.60;2035.90;0.00;0.00;отсутствует в техническом паспорте;Есть;На счете регионального оператора;Многоквартирный дом;Нет иного оборудования;-;Панельные;773.60;Плоская;Отсутствует;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/488810;ул. Молодогвардейцев 60а с 1 по 10 п;1974;Не имеется;Нет;-;134;Не присвоен;-;10;-;5;5;2;6885.50;187.40;2386.90;0.00;0.00;146ЧД105;Не имеется;На счете регионального оператора;Многоквартирный дом;-;-;Смешанные;1763.00;Плоская;Отсутствует;Железобетонные;Соответствует материалу стен;Иной;2;0.00;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (открытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/468963;ул. Молодогвардейцев 60;1976;Не имеется;Нет;-;142;Не присвоен;2;2;пассажирские - 2, ;9;9;-;4783.70;0.00;1622.50;0.00;0.00;151-97-22;Не имеется;На счете регионального оператора;Многоквартирный дом;-;2;Панельные;476.50;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;2;-;Приточно-вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/520341;ул. Молодогвардейцев 60а;1974;Есть;Нет;-;55;-;-;4;-;5;1;2;-;-;-;-;-;Блочный;Не имеется;-;Многоквартирный дом;-;-;Панельные;-;-;-;Железобетонные;-;-;-;-;-;Центральное;-;-;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/1089790;ул. Молодогвардейцев 60 В;-;-;Нет;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360824;ул. Молодогвардейцев 61;1981;Есть;Нет;Нет дополнительной информации;252;Не присвоен;7;7;пассажирские - 7, ;9;9;1;13778.20;16.70;4210.70;0.00;0.00;отсутствует в техническом паспорте;Не имеется;На счете регионального оператора;Многоквартирный дом;Неь иного оборудования;7;Панельные;2232.00;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;4;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360826;ул. Молодогвардейцев 62А;1975;Есть;Нет;нет дополнительной информации;73;Не присвоен;2;2;пассажирские - 2, ;9;9;-;3853.60;0.00;1789.10;0.00;0.00;отсутствует в техническом паспорте;Не имеется;На счете регионального оператора;Многоквартирный дом;нет иного оборудования;2;Панельные;586.80;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;1;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360825;ул. Молодогвардейцев 62;1973;Есть;Нет;нет дополнительной информации;175;Не присвоен;-;14;-;5;5;22;8655.10;1536.20;3668.10;0.00;0.00;отсутствует в техническом паспорте;Есть;На счете регионального оператора;Многоквартирный дом;нет иного оборудования;-;Панельные;2281.50;Плоская;Отсутствует;Железобетонные;Соответствует материалу стен;Ленточный;4;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360827;ул. Молодогвардейцев 64А;1974;Есть;Нет;Нет дополнительной информации;211;Не присвоен;4;4;пассажирские - 4, ;9;9;-;9898.30;0.00;3775.10;0.00;0.00;отсутствует в техническом паспорте;Не имеется;На счете регионального оператора;Многоквартирный дом;Нет иного оборудования;4;Панельные;1422.30;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;1;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/462950;ул. Молодогвардейцев 64 стр. Б;2008;Не имеется;Нет;Не имеется;125;Не присвоен;3;2;пассажирские - 2, ;17;10;4;8538.10;1492.00;1768.00;1113.00;0.00;индивидуальный;Не имеется;На специальном счете у регионального оператора;Многоквартирный дом;-;2;Блочные;881.00;Плоская;На лестничной клетке;Железобетонные;Оштукатуренный;Свайный;4;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Пожарные гидранты;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/1055215;ул. Молодогвардейцев 64Б;-;-;Нет;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360828;ул. Молодогвардейцев 65;1981;Есть;Нет;нет дополнительной информации;398;Не присвоен;11;11;пассажирские - 11, ;9;9;-;21603.00;0.00;6645.60;0.00;0.00;отсутствует в техническом паспорте;Не имеется;На счете регионального оператора;Многоквартирный дом;нет иного оборудования;11;Панельные;3293.20;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;4;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);-;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/1055216;ул. Молодогвардейцев 65А;-;-;Нет;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360831;ул. Молодогвардейцев 66Б;1974;Есть;Нет;Нет дополнительной информации;417;Не присвоен;8;8;пассажирские - 8, ;9;9;-;20340.40;0.00;8445.90;0.00;0.00;отсутствует в техническом паспорте;Не имеется;На счете регионального оператора;Многоквартирный дом;Нет иного оборудования;8;Панельные;2850.60;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360829;ул. Молодогвардейцев 66;1977;Есть;Нет;Нет дополнительной информации;137;Не присвоен;2;2;пассажирские - 2, ;9;9;5;4696.10;171.80;2023.30;0.00;0.00;151-97-22;Не имеется;На счете регионального оператора;Многоквартирный дом;Нет иного оборудования;2;Панельные;727.10;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360830;ул. Молодогвардейцев 66А;1974;Есть;Нет;Нет дополнительной информации;122;Не присвоен;-;9;-;5;5;1;6207.70;24.40;2294.50;0.00;0.00;отсутствует в техническом паспорте;Не имеется;На счете регионального оператора;Многоквартирный дом;Нет иного оборудования;-;Панельные;1458.00;Плоская;Отсутствует;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360834;ул. Молодогвардейцев 68В;1974;Есть;Нет;Нет дополнительной информации;123;Не присвоен;-;9;-;5;5;-;6293.70;0.00;2024.80;0.00;0.00;отсутствует в техническом паспорте;Не имеется;На счете регионального оператора;Многоквартирный дом;Нет иного оборудования;-;Панельные;1343.00;Плоская;Отсутствует;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360833;ул. Молодогвардейцев 68А;1976;Есть;Нет;Нет дополнительной информации;72;Не присвоен;2;2;пассажирские - 2, ;9;9;-;3824.10;0.00;1822.60;0.00;0.00;отсутствует в техническом паспорте;Не имеется;На счете регионального оператора;Многоквартирный дом;Нерт иного оборудования;2;Панельные;586.60;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;1;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360832;ул. Молодогвардейцев 68;1974;Есть;Нет;Нет дополнительной информации;244;Не присвоен;-;19;-;5;5;15;12434.50;1225.60;5162.90;0.00;0.00;отсутствует в техническом паспорте;Не имеется;На счете регионального оператора;Многоквартирный дом;Нет иного оборудования;-;Панельные;3353.30;Плоская;-;Железобетонные;Соответствует материалу стен;Ленточный;4;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Центральное;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360833;ул. Молодогвардейцев 68А;1976;Есть;Нет;Нет дополнительной информации;72;Не присвоен;2;2;пассажирские - 2, ;9;9;-;3824.10;0.00;1822.60;0.00;0.00;отсутствует в техническом паспорте;Не имеется;На счете регионального оператора;Многоквартирный дом;Нерт иного оборудования;2;Панельные;586.60;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;1;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360835;ул. Молодогвардейцев 70;1975;Есть;Нет;нет доп. инф.;246;Не присвоен;5;5;пассажирские - 5, ;9;9;4;12077.50;444.80;4798.20;0.00;0.00;9ЧГД;Не имеется;На счете регионального оператора;Многоквартирный дом;нет доп. оборуд.;5;Панельные;1957.20;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/360836;ул. Молодогвардейцев 70А;1979;Есть;Нет;нет доп инф.;271;Не присвоен;6;6;пассажирские - 6, ;9;9;4;13920.70;405.30;5199.00;0.00;0.00;94ГД;Не имеется;На счете регионального оператора;Многоквартирный дом;нет доп оборуд;6;Панельные;2164.20;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Ленточный;2;0.00;Вытяжная вентиляция;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/532312;ул. Молодогвардейцев 70 к. в;1997;Есть;Нет;-;66;-;2;2;пассажирские - 2, ;10;10;-;3532.50;0.00;883.33;0.00;0.00;панельный;Не имеется;На счете регионального оператора;Многоквартирный дом;-;2;Панельные;362.00;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Бетонные столбы;2;0.00;Отсутствует;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/532313;ул. Молодогвардейцев 70 к. г;1996;Не имеется;Нет;-;30;Не присвоен;1;1;пассажирские - 1, ;10;10;-;2109.20;0.00;491.08;0.00;0.00;панельный;Не имеется;На счете регионального оператора;Многоквартирный дом;-;1;Панельные;215.50;Плоская;На лестничной клетке;Железобетонные;Соответствует материалу стен;Бетонные столбы;2;0.00;Отсутствует;Центральное;Внутренние водостоки;Отсутствует;Центральное (закрытая система);Отсутствует;Центральное;Центральное;Центральное
http://dom.mingkh.ru/chelyabinskaya-oblast/chelyabinsk/1055217;ул. Молодогвардейцев 70В;-;-;Нет;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
